id,anchor,target,context,score
4fa4c7d4a62a1792,halocarbyl,mathematical,C08,0.0
dba781726f45c0c7,halocarbyl,oil tank,C08,0.0
d21fc6eac1a766a2,halocarbyl,organic group,C08,0.25
bc48eabd68866982,halocarbyl,organic substituent,C08,0.25
34890ac40c7a6050,halocarbyl,set theory,C08,0.0
f608b7a16151ade4,halocarbyl,silyl,C08,0.0
7c898cab6f76a47e,halocarbyl,substituted,C08,0.25
6e9184f720ea3d59,halocarbyl,substituted halo,C08,0.25
4c08fdc6e5b63304,halocarbyl,substituted halocarbyl,C08,0.5
ad0ca06410b1082d,halocarbyl,water tank,C08,0.0
35d3768b6186b6e2,hanging ring,annuloplasty rings,A46,0.0
96e60eb129b8d892,hanging ring,band,A46,0.25
47434dbb0b39d46b,hanging ring,circular hook,A46,0.5
de8aa874b781fdc9,hanging ring,circular hooks,A46,0.5
f0ad219b46bcb7e2,hanging ring,exercise rings,A46,0.5
74e24702263bfa46,hanging ring,finger ring,A46,0.0
3bfab0ef13ee46c9,hanging ring,fixed hangers,A46,0.25
20c25e0484cd440c,hanging ring,hanging,A46,0.25
6e2581b921a0614e,hanging ring,hanging band,A46,0.5
319bf54f11c1fbdd,hanging ring,hanging circle,A46,0.75
4001b21903dad539,hanging ring,hanging disc,A46,0.75
ecca0259173e7589,hanging ring,hanging hook,A46,0.5
0524211a43c3af8b,hanging ring,hanging loop,A46,0.75
f848240907245e3a,hanging ring,hanging picture frames,A46,0.0
a94ac618c47e1fd0,hanging ring,hook,A46,0.25
df777c94ee783151,hanging ring,hook ring,A46,0.5
46e9cd285f82cba9,hanging ring,hooking ring,A46,0.5
058720ea3d0c0cf6,hanging ring,indole ring,A46,0.0
9e82fa8b6aa81926,hanging ring,metal hanging rings,A46,0.5
0799b15d81b44c46,hanging ring,metal suspensions,A46,0.25
37e57c5356c907b0,hanging ring,part,A46,0.25
6d2fcf5c21ba0adc,hanging ring,phone ring,A46,0.0
91e326cb8ed0fdbc,hanging ring,ring,A46,0.5
87a9ef8fdb35d684,hanging ring,supporting loops,A46,0.25
6252be9a8be1161f,hanging ring,wedding ring,A46,0.0
e8b5c0d71e7c90d7,hanging ring,bell ring,A47,0.0
447a1624d2af7a1c,hanging ring,boxing ring,A47,0.0
daaa79c246f63fe4,hanging ring,circlet portion,A47,0.25
e04be21c2b9597ec,hanging ring,circuit portion,A47,0.25
14748744e7d0deed,hanging ring,connector,A47,0.5
a86ef6362c781b88,hanging ring,curtain hanging rings,A47,0.5
312435d690fa11c4,hanging ring,dangling loop,A47,0.5
fed7d0fa4e52da6a,hanging ring,dangling ring,A47,0.5
46740ab65dd46d87,hanging ring,disc portion,A47,0.25
30149fe4d20947fe,hanging ring,exercise rings,A47,0.75
1fcef8ac580defe6,hanging ring,hanger stand,A47,0.0
9328485db715edff,hanging ring,hanging a prisoner,A47,0.0
3c2e9dc7297bf1a6,hanging ring,hanging earrings,A47,0.0
f1cf48745b76d481,hanging ring,hanging hook,A47,0.5
fbe172fff3ebe8bb,hanging ring,hanging loop,A47,0.5
5b86ac518259191f,hanging ring,metal clips,A47,0.25
fdf190c8ca439d45,hanging ring,pivotally,A47,0.25
e173bf519d717fca,hanging ring,plastic hooks,A47,0.25
995b7757329565ad,hanging ring,ringtone of mobile,A47,0.0
9bb8f91f1f0705fa,hanging ring,round metal rings,A47,0.5
5fb831a7240b82aa,hanging ring,steel hanging,A47,0.25
6b4a6591310e3172,hanging ring,swinging ring,A47,0.5
5b4e000049010b77,hanging ring,valve pivotally,A47,0.25
b50e680a8f3efef9,hanging ring,hanging hole,B65,0.5
25aaefbebcd30d8f,hanging ring,retaining ring,B65,0.5
581e923406d59870,hanging ring,strap,B65,0.25
0574bf499b29587c,hanging ring,hanger ring,E21,1.0
6aae0ccdab37b7f7,hanging ring,hanging member,E21,0.5
79191d84a96fa5cb,hanging ring,pulley,E21,0.25
1811943a5f4e1b5c,hanging ring,ring,E21,0.5
ec0e6ed9d373acca,hanging ring,steel wire rope,E21,0.5
65ce4031f995bc16,hardware blocks,asic blocks,G06,0.5
ce25796ea72d19b1,hardware blocks,blockchain,G06,0.0
155398d4222988bd,hardware blocks,circuitry,G06,0.5
f93c96ca232c93e3,hardware blocks,configuration data,G06,0.25
71cc82fda3874d9a,hardware blocks,configuration resources,G06,0.5
043ddce2947c254b,hardware blocks,data processor,G06,0.5
0044fde4756998f8,hardware blocks,electronic hardware,G06,0.5
8ff95728cd336b39,hardware blocks,firmware block,G06,0.25
056111b5c4a8fa9f,hardware blocks,functional blocks,G06,0.5
307de01c2b6108c4,hardware blocks,functional controlled,G06,0.25
1e752b4d51c8620d,hardware blocks,functional controlled units,G06,0.5
00e203514879cfa2,hardware blocks,functional units,G06,0.5
032f0db3c9d88fed,hardware blocks,game blocks,G06,0.0
cedd7091c95b2faf,hardware blocks,hardware,G06,0.5
d9c28167eeee7f96,hardware blocks,hardware circuit,G06,0.75
1665f1d3bbca0d12,hardware blocks,hardware controlled,G06,0.5
bf704a6436e6d468,hardware blocks,hardware controlled units,G06,0.5
555f7fc2ff305dfe,hardware blocks,hardware data,G06,0.5
37114b02aaff24d6,hardware blocks,hardware design block,G06,0.5
590d49b1e76bff49,hardware blocks,hardware engine,G06,0.0
6f96bfb099d3943e,hardware blocks,hardware machine,G06,0.25
13107b7cbe233c4f,hardware blocks,hardware modem,G06,0.25
0ae5869aac6b07e5,hardware blocks,hardware modules,G06,0.75
8b64acbf52e1a04d,hardware blocks,hardware operating,G06,0.5
58b68e4d4eb5989b,hardware blocks,hardware processor,G06,0.75
b9e1116d29e045f4,hardware blocks,hardware resources,G06,0.5
db99d3468fbf07f0,hardware blocks,hardware store,G06,0.0
31b28ca288701d23,hardware blocks,hardware system,G06,0.5
f8b37b29a59aec93,hardware blocks,hardware unit,G06,0.75
569a794734b35bc0,hardware blocks,hardware units,G06,0.75
f43c824b3d939294,hardware blocks,housing,G06,0.25
12c8c495fdf2cd21,hardware blocks,human resource,G06,0.0
43deb35debebbbac,hardware blocks,kids blocks,G06,0.0
76569190ac550ff7,hardware blocks,logic circuits,G06,0.25
fbcb77018507605e,hardware blocks,processor,G06,0.5
3023d6ca35ff4726,hardware blocks,registers,G06,0.25
ece6216686c0bdfd,hardware blocks,resources,G06,0.25
0e9be34a062592d9,hardware blocks,semiconductor devices,G06,0.5
a84b4ac0dd0d7d5f,hardware blocks,software,G06,0.25
4267111185a08770,hardware blocks,software blocks,G06,0.25
dd4eef3ada3b4a54,hardware blocks,software hardware,G06,0.25
bf071bb720b2133e,hardware blocks,system block,G06,0.5
6dcab05a66d75f38,hardware blocks,units,G06,0.5
45692c6e16b7c381,hardware blocks,addressable control space,H04,0.5
ab201797cacbc36f,hardware blocks,arithmetic units,H04,0.5
e710357fcb3b04d1,hardware blocks,blockchain,H04,0.0
ed21c4cb253db3a6,hardware blocks,building blocks,H04,0.0
dc556f7ef77a7949,hardware blocks,circuitry,H04,0.25
1ea4d8deb8eb1027,hardware blocks,components,H04,0.25
91328df2ece36f73,hardware blocks,firmware block,H04,0.25
6a401e4913d33c41,hardware blocks,hardware design block,H04,0.5
bc599542a5af810d,hardware blocks,hardware engine,H04,0.0
53e7b10c7b898f41,hardware blocks,hardware machine,H04,0.25
fe4af4e87e6a0d38,hardware blocks,hardware modem,H04,0.25
9c2b878349c11687,hardware blocks,hardware store,H04,0.0
572924443cc261ae,hardware blocks,hardware system,H04,0.5
e25948480e908f59,hardware blocks,hardware unit,H04,0.75
c3db512637be073d,hardware blocks,instructions,H04,0.5
abb29dcabf9b6415,hardware blocks,jd detection process,H04,0.0
241241969d3d2e31,hardware blocks,joint detection process,H04,0.0
3189b67011bc5aef,hardware blocks,lego blocks,H04,0.0
2d24863333180572,hardware blocks,pipeline,H04,0.25
17a9f1005fcbcde1,hardware blocks,plurality of hardware blocks,H04,1.0
55ec1a146b836d9f,hardware blocks,processor,H04,0.5
10e2912c5b0b33cf,hardware blocks,programmable logic device,H04,0.5
501594434230e5ca,hardware blocks,receive chain,H04,0.0
e1a8c61e6ea6f186,hardware blocks,receive circuitry,H04,0.25
590463e7475e46a3,hardware blocks,receiver chain,H04,0.0
2e3f7af9c6f43e4d,hardware blocks,receiver circuitry,H04,0.25
0a77d329561707b2,hardware blocks,software blocks,H04,0.25
95024f5dfcf84114,hardware blocks,software program,H04,0.25
0593193d0e7f6bba,hardware blocks,state,H04,0.5
ed646519b27e8b6f,hardware blocks,system block,H04,0.5
4705f5ca02d6dd9b,hardware blocks,system memory,H04,0.25
233ce51eb9272692,hear aid parameters,aid enzyme,H04,0.0
727a335d48c4a71d,hear aid parameters,aid parameters,H04,0.25
96195a25d45f9752,hear aid parameters,amplifier,H04,0.25
8e885b1073fc4bcb,hear aid parameters,compensating module,H04,0.25
87c4e97a9514fade,hear aid parameters,directional microphones,H04,0.5
01423f81aa69b659,hear aid parameters,first aid,H04,0.0
e5e82404620903fe,hear aid parameters,hear aid,H04,0.5
6efcd64b5a72a166,hear aid parameters,hear aid machine,H04,0.5
3792820488d01427,hear aid parameters,hear music,H04,0.0
7c65c8bea19cb7ea,hear aid parameters,hear parameters,H04,0.5
3d5bfaf54242b4df,hear aid parameters,hearing aid parameters,H04,1.0
24169479fce3c574,hear aid parameters,hearing aid profiles,H04,0.75
6400e8293af91751,hear aid parameters,hearing assistance device,H04,0.5
84ed88902e33147f,hear aid parameters,hearing device,H04,0.5
c0f745f3eeb4c0f6,hear aid parameters,hearing disability,H04,0.25
cede5f28957c912d,hear aid parameters,machine design,H04,0.0
87c4ea16f4f4e42d,hear aid parameters,medical aid,H04,0.0
e5777cd5ac472381,hear aid parameters,microphone,H04,0.25
9804565e721491ce,hear aid parameters,monetary aid,H04,0.0
fa4737909694ba91,hear aid parameters,noise reduction,H04,0.5
d50f1f859cf21809,hear aid parameters,speaker,H04,0.25
2491d92f9fac26db,hear aid parameters,vibrating alert system,H04,0.25
efc2d64e1f6afc9f,hear aid parameters,wireless connectivity,H04,0.5
595e6ffd97e6bf07,heart pacemaker,action potentials,A61,0.5
e7cc73e824221f05,heart pacemaker,artificial pacemaker,A61,0.75
55fe43cc4afd13ea,heart pacemaker,brain stimulator,A61,0.25
5b98ed6e56b440d3,heart pacemaker,cardiac arrhythmias,A61,0.25
2e84129c0ff273b4,heart pacemaker,cardiac pacemaker,A61,0.75
60c74668157c50d9,heart pacemaker,defibrillator,A61,0.75
2698017414a5138f,heart pacemaker,electrical,A61,0.25
04256a6590600282,heart pacemaker,electrical impulses,A61,0.5
bfdab78345c21e8b,heart pacemaker,heart image,A61,0.0
f1a81fb5f24aaf42,heart pacemaker,heart rate,A61,0.25
42a051fe7a7d74da,heart pacemaker,heartless fellow,A61,0.0
9dac17dfdf6f4f5f,heart pacemaker,heartless human,A61,0.0
dc9843a431b58fc2,heart pacemaker,heartless person,A61,0.0
eefa948a2f642a77,heart pacemaker,implant,A61,0.25
e3dbf0ee3f5411c2,heart pacemaker,implantable pacemaker,A61,0.5
ee7ad66f7aa9f160,heart pacemaker,maker,A61,0.0
486d38fe91656667,heart pacemaker,muscle growth,A61,0.25
a669fc12a442a16e,heart pacemaker,muscle growth stimulator,A61,0.25
0f8c92e40472e3b9,heart pacemaker,muscle stimulator,A61,0.5
2e2536a041c58146,heart pacemaker,natural pacemaker,A61,0.75
22f3fa54083d2d93,heart pacemaker,nerve growth,A61,0.25
717fecd95911c476,heart pacemaker,nerve growth stimulator,A61,0.25
4ac22e72784951cd,heart pacemaker,nerve stimulator,A61,0.25
a176938496151eb1,heart pacemaker,pacemaker,A61,0.5
2f37d12f9c8969bc,heart pacemaker,rhythmic impulses,A61,0.5
4243f8417f0411d3,heart pacemaker,sinoatrial sa node,A61,0.5
8ecf83a997bcfa0c,heart pacemaker,ventilator,A61,0.25
1b0995385ee0b689,heart pacemaker,cardiac medical,H01,0.5
35bb46f455fde04d,heart pacemaker,cardiac pacemaker,H01,0.75
bfa484e1ca262640,heart pacemaker,cardiac pacer,H01,0.75
825aba873384e448,heart pacemaker,cardiac stimulation,H01,0.5
ceb5533f22fc94ee,heart pacemaker,cardiac stimulator,H01,0.75
38c29d0d86a2b87e,heart pacemaker,cardioverter,H01,0.75
50f4ac53b83fafb3,heart pacemaker,defibrillator,H01,0.75
79d6136cf3609d46,heart pacemaker,electronic circuit,H01,0.25
e695b352cc143892,heart pacemaker,electrostimulator,H01,0.25
99fddbb52d779997,heart pacemaker,expert,H01,0.0
48b13296bda41c31,heart pacemaker,heart rhythms,H01,0.25
2e0a14189df95a6e,heart pacemaker,heart shape,H01,0.0
753176e6ffb77f56,heart pacemaker,heart stimulation,H01,0.5
ab73d1ba508c8b44,heart pacemaker,heart stimulator,H01,0.75
8cf298a6327eb740,heart pacemaker,heartwood,H01,0.0
f09e88605d1b0c16,heart pacemaker,implantable contact lens,H01,0.0
144fe06552aa89a9,heart pacemaker,implantable heart stimulator,H01,0.75
e9053172e826ba8a,heart pacemaker,implantable patient,H01,0.25
881a1e7d5e94d37b,heart pacemaker,medical,H01,0.25
febc21a0f192d600,heart pacemaker,medical stimulation,H01,0.5
a0fd52a2b2406a89,heart pacemaker,pace calculator,H01,0.0
7fa32b26acbd8894,heart pacemaker,pacemaker,H01,0.5
29f3ffb99322b0c7,heart pacemaker,pacing device,H01,0.25
c6ab6056b8f70398,heart pacemaker,patient,H01,0.25
e8df6266b76b0081,heart pacemaker,physician,H01,0.25
570d2d91933af903,heart pacemaker,router terminal,H01,0.0
9cf633aa84d7d3fb,heart pacemaker,terminal velocity,H01,0.0
2eb6cf7e9e805bf3,heart pacemaker,tissue stimulator,H01,0.25
4acb4f9b22c2f0a1,heart pacemaker,ventricular terminal,H01,0.25
31aa664753927970,heighth,height,E04,1.0
f59d761052830509,heighth,length,E04,0.75
577199197cac9fe0,heighth,level,E04,0.5
3188337e6eacd03a,heighth,same weight,E04,0.5
8b178eeafce48bbe,heighth,thickness,E04,0.5
b3c8ed2fb38e55c6,heighth,weight,E04,0.5
76ccea4f7fa76942,heighth,width,E04,0.5
77e43fe69103066a,helicase activity,ability,C12,0.0
a1a5d0f728f24582,helicase activity,activity,C12,0.25
f1b6b1c101d05d3e,helicase activity,affinity,C12,0.25
9fd4d30804269d5a,helicase activity,atp hydrolysis,C12,0.25
6b8d6dc5c1226ca7,helicase activity,binding activity,C12,0.25
b148b6d8d150c6d3,helicase activity,binding group,C12,0.25
53b30124ba175ead,helicase activity,breaking hydrogen bonds,C12,0.5
e140a7bd96ee522f,helicase activity,cofactor,C12,0.25
28919a366c71d5df,helicase activity,cofactor nucleotide,C12,0.25
2c70b1a2c4aa102a,helicase activity,deoxynucleoside triphosphate,C12,0.25
51dfa60fbe0df580,helicase activity,dna helicase,C12,0.5
f81aef4c33ca07ca,helicase activity,dna molecule,C12,0.25
1131984f382e8900,helicase activity,dna repair,C12,0.25
17652233a04da846,helicase activity,dna replication,C12,0.25
5d4e65bdf17e103a,helicase activity,dna unwinding activity,C12,0.5
890cf5eef0beab0b,helicase activity,fun activity,C12,0.0
d8a414016c64cc2c,helicase activity,helicase,C12,0.5
d7b6ac4a6d86d1c0,helicase activity,helicase domain,C12,0.5
c8011a6e1806e082,helicase activity,helicases enzymes,C12,0.5
7cc46f9f53c1e690,helicase activity,hyper acidity,C12,0.0
6770ce18115fd613,helicase activity,nucleotide polymerase,C12,0.25
8f80d86a41cf7660,helicase activity,nucleotide primer,C12,0.25
964d687d272e90eb,helicase activity,physical activity,C12,0.0
6543617a5412ce21,helicase activity,primer,C12,0.25
befb10465b871156,helicase activity,primer nucleotide,C12,0.25
3337b0c519808187,helicase activity,recombination,C12,0.25
53b5d099226dd275,helicase activity,rna helicase,C12,0.5
8c67d292cbae3e02,helicase activity,separate dna strands,C12,0.75
f506244f3bb0b4b9,helicase activity,separation of duplex nucleic acids,C12,0.5
367c93295fa87a9d,helicase activity,sequential nucleotide hydrolysis,C12,0.5
413c6644469964a1,helicase activity,sodium reactivity,C12,0.0
7350670240a4b019,helicase activity,specific group,C12,0.25
699ab0faa2645073,helicase activity,template,C12,0.25
88e2c3c905919329,helicase activity,template polymerase,C12,0.25
104467319cc9b225,helicase activity,template primer,C12,0.25
574599523f2a2f5e,helicase activity,unwinds the dsdna,C12,0.75
ce2ff9eb61018146,helicase activity,unzip bag,C12,0.0
d00f468c80e7c3c6,helicase activity,unzip chain,C12,0.0
25315e1aac6acf3c,helicase activity,unzip double stranded dna,C12,0.5
06398e954d6d6d71,her2 targeted,cd fr targeted,A61,0.0
d161b498cdeae595,her2 targeted,cd fr targeting,A61,0.0
2e05ca5d6b0cabb0,her2 targeted,cd targeted,A61,0.5
067b7a400e6eff12,her2 targeted,cd targeting,A61,0.5
a4a32a766bfdc782,her2 targeted,cd340,A61,0.5
58e30a4273a6b9fd,her2 targeted,cell targeting protein,A61,0.0
4e1e964732056f6f,her2 targeted,chemotherapeutic,A61,0.5
73f04970b6647cd2,her2 targeted,chemotherapy,A61,0.25
8ab70e148ff7af93,her2 targeted,chromosome targeting,A61,0.0
64321bad473a7f27,her2 targeted,cytotoxic,A61,0.25
975bc51323f27493,her2 targeted,erythroblastic oncogene b,A61,0.5
217a2f8abf72d659,her2 targeted,folate targeted,A61,0.5
ba710bc4c565f774,her2 targeted,fr targeted,A61,0.0
4a861b8c2da0fb28,her2 targeted,fr targeting,A61,0.0
e4d2c9a6f92d9d2f,her2 targeted,genes,A61,0.25
d678561ce0134a7b,her2 targeted,growth factor receptor,A61,0.25
96f8b9aa8045485c,her2 targeted,her name,A61,0.0
6b66f56a58b4b3ae,her2 targeted,her place,A61,0.0
4240bb7d32d8f28c,her2 targeted,her shoe,A61,0.0
cc429d0c94859fc0,her2 targeted,her2 target,A61,1.0
632b6f426384e91f,her2 targeted,her2neu,A61,0.5
e15096968fd0944a,her2 targeted,platinum targeted,A61,0.5
b6106a342129df59,her2 targeted,protein in humans,A61,0.25
fa709a61ea085b99,her2 targeted,proto oncogene ne,A61,0.5
eb3070e6212ae8c1,her2 targeted,proto oncogene neu targeted,A61,0.5
5cff8817ce5b9ce9,her2 targeted,radiation,A61,0.25
b6873349aa8d5a53,her2 targeted,receptor,A61,0.25
37e4b7aba2d2455b,her2 targeted,receptor tyrosine protein kinase erbb 2,A61,0.5
aca3d018aa84bf64,her2 targeted,target cell,A61,0.0
c9d493492224cb65,her2 targeted,targeted,A61,0.5
fe025ddaf78b6685,her2 targeted,targeting,A61,0.5
37d342c042936419,her2 targeted,trastuzumab,A61,0.25
ce8ec80928fdc3f0,herpes,acyclovir medication,A61,0.25
71564530cfed5291,herpes,brain,A61,0.25
6a7b2c7c8a1790e6,herpes,decreased immune function,A61,0.25
7e4678f22def2047,herpes,ercules is a fictional superhero,A61,0.0
05499adc0c622049,herpes,fungi,A61,0.0
c706e31bb7ca356a,herpes,genital herpes,A61,0.5
ee89733be76f10c1,herpes,he man is a superhero,A61,0.0
028bf6ca44632c47,herpes,hero of a movie,A61,0.0
0bd2237939b3f513,herpes,herpes keratitis,A61,0.5
56870ac21e2f981b,herpes,herpes simplex,A61,0.75
2500483acb2a62db,herpes,herpes simplex virus based,A61,0.5
42946a5396fa9a2c,herpes,herpes simplex viruses,A61,0.5
a99e5b3b894ed67e,herpes,herpes zoster,A61,0.5
687e4321fc90eb91,herpes,immune,A61,0.25
42c2cbee04055537,herpes,infection,A61,0.25
ee97797a64cf358d,herpes,infectious disease,A61,0.25
287809d586bcd016,herpes,mammary disease,A61,0.25
d3f3806daddcb42e,herpes,mammary rhinotracheitis,A61,0.25
ce9d3af8904c7092,herpes,medicine,A61,0.0
3f8633e295328a43,herpes,oral herpes,A61,0.5
cc0386c8fbc81d6a,herpes,organ,A61,0.0
3dca6d18f127c1f3,herpes,recombinant herpes,A61,0.5
1b086e12e3b11cda,herpes,rhinotracheitis,A61,0.5
53e375d5276f6eaf,herpes,shingles herpes,A61,0.5
df201672de731b81,herpes,small blisters,A61,0.5
fb20ee6a55fb4708,herpes,varicella,A61,0.5
94d21b79c592ca85,herpes,viral disease,A61,0.5
94078ec9e532995c,herpes,viral infection,A61,0.5
7c7195f312f3349b,herpes,viral rhinotracheitis,A61,0.5
9e88b0c4b328c19c,herpes,herpes simplex virus based,C07,0.5
2ba7b10bdaaf2fe5,herpes,herpes simplex viruses,C07,0.5
80be190359a9af5a,herpes,herpesvirus,C07,0.75
f836b30d376a7ede,herpes,infection,C07,0.25
8263ecf3a8848d66,herpes,recombinant herpes,C07,0.5
0767e962387f17ef,herpes,virus,C07,0.5
745f76de48238c3a,herpes,virus influenza,C07,0.5
724d43d09ef2ec42,herpes,aggregation,C12,0.0
38745e23169568de,herpes,antiviral medication,C12,0.25
a0c7a27d90f8c006,herpes,chickenpox disease,C12,0.5
f297e5aa446a3790,herpes,cold environment,C12,0.0
8e38aa00bdcf239c,herpes,cold sores,C12,0.25
8046cf9c236bfd30,herpes,cold water,C12,0.0
edf5865fa756bc92,herpes,contagious infection,C12,0.25
16515e55e38fa55e,herpes,diseases,C12,0.25
3e5abfbca605b085,herpes,filtrate,C12,0.0
641f4d5c886dfb9f,herpes,genital herpes,C12,0.5
df6144d220ce4b5a,herpes,herpes labialis,C12,0.5
2e9236578237c063,herpes,herpes simplex,C12,0.75
7229dfdef495b97a,herpes,hsv infection,C12,0.75
d41966e7e301dd44,herpes,human,C12,0.25
